Sensor_ID,Timestamp,Raw_Value,Auth_Signature
Sensor_Alpha,1773037623,24.99,18d9d277ba10acd37fc5f4ab791829b0b3de8c4625f75563b808f545874e2fed
Sensor_Alpha,1773037626,44.30,aad57f4e330e71deb453f81cd06e52bbd6e49da70dee9bd29e9f763c01a9735e
Sensor_Alpha,1773037628,27.34,c98bea8ab46747a91d30a4137e3f1484487100496e73fd6a0fc6fdf1489f5e77
Sensor_Alpha,1773037630,21.07,7eefcb2a32f5313b5388fdf89e60713040c508c65c39067970fae2fe59ebff42
Sensor_Alpha,1773037634,23.81,6fffc630960e0661f40d2c57ee51271a55f024161d76f574da49674bd1a3af88
Sensor_Alpha,1773037636,26.66,902562d3f1caf553f2a6f40dc383b8ca9ef6c444fd050b52b95c72f6ce2882b9
Sensor_Alpha,1773037641,37.64,dd484dd59a8f293c52b3ddcdbfe5c6555d1e5c1ed059c2989697dd279fbb8ff8
Sensor_Alpha,1773037645,39.53,9ac60579e1fcf0599a97f000a9be828f03c831e941759917278135b20e809648
Sensor_Alpha,1773037647,38.17,e1d2a74977608f1dd7cf35a8e15ea51a94bcb936a7525fe9bdaa4061dc151e69
Sensor_Alpha,1773037651,24.13,37358e9af0f13685013e337719c9ae02c7a174cabe1fbe7884e10cf3f564b37c
Sensor_Alpha,1773037656,36.67,48d60661a0d3fe67556b53413c53d9a5fed141db406d4b6b8d94541b273cb714
Sensor_Alpha,1773037659,37.85,139a8b92a67faf259f28d8de21778979d9b57acb06529bd168fd77dfb215ddb4
Sensor_Alpha,1773037664,35.74,1dbc35e327364b546370d48b817adddb54ab561a07183b9b3488d34319f86f9d
Sensor_Alpha,1773037666,41.36,0fa42de1804f3d78130d76ada9e83b9bff1fff911a6a1c6177786e0de2e8a895
Sensor_Alpha,1773037668,35.67,edd1c832b6fac61c5205b0368ee7dffe75860fc507fed1e1cdc78b29c309d501
Sensor_Alpha,1773037671,40.42,82135a54c30e177074e723cfc2026f10cd9daf04d84bfa36b85f40783634dc8c
Sensor_Alpha,1773037675,20.95,00b1abe63fd0842a4555e62d02a5c43b6952c29141e34b26273b5d44d601a0bb
Sensor_Alpha,1773037678,34.23,5451e391879431af841101dea6e570e551b4605955b2fd249abb5814beb32d50
Sensor_Alpha,1773037682,43.21,cd9025194871e0a72cb5a6071f86c6ef4350b1e98ef41e13bbd70ba2160b6667
Sensor_Alpha,1773037683,28.89,8165300481ef91d7c8f2e7bf1f0c75b57df6f9296085eba29bd453a06f4d2738
Sensor_Alpha,1773037685,22.38,c81bf5c2804ad8198237931a8ccb1deadf179fccf051cd75e8f6f977991a5313
Sensor_Alpha,1773037689,28.69,b66dd7fe6eacde014c5eb5f8b37d9b34e572d60f5b46a71316fc87b5460cd139
Sensor_Alpha,1773037691,20.57,4f461803a130b1a388484f1cb1b9c9b4383b3d16c28be11461578ededd14745e
Sensor_Alpha,1773037695,32.67,f2e84120ca5957df1967ad441c2886e5058cfc4ff525174fa20016a81ee0c993
Sensor_Alpha,1773037697,43.67,0329c664d9ff87b3a672e117c9fdab8b89668310455418b90c5b300c97345f01
Sensor_Alpha,1773037699,39.76,ee39a28b2c433804a39b0b61180f82708f7fecb563a212ab228a8f31bb7ee50a
Sensor_Alpha,1773037704,35.31,a1ab150c775df31c355ac5008e931638d467aefbb68e1ded3773cf14cd582165
Sensor_Alpha,1773037706,37.24,bdc43345e2934219ac29dddbb348838ad2e5819579b3c768ac740e513ff2f8c8
Sensor_Alpha,1773037708,43.38,6f348a89325fbf3f6b6b0811cad0778ca4460bc027163f5440dec086278881f3
Sensor_Alpha,1773037710,25.80,f44f7dd0443904b2d9623fab1ad699e85ee67c06b2228883ff25c40df5763093
Sensor_Alpha,1773037715,22.59,7ed91a6ccda0d7c857695d2fedb2c23f10fe7ba1850d83ffaaa07382cbe4d9bd
Sensor_Alpha,1773037718,22.83,eafc91edc9c650043a967bd4e7c8e43c3a8c8df29464e3c1af5cec7bc582496c
Sensor_Alpha,1773037719,44.47,ce4f657f51d0475f0e0a2d3d20cf791573a85b1f8cf9632e3a36db6c3c91aea2
Sensor_Alpha,1773037722,40.91,41b60ba7df6cd70d6bbaac5e9d98b48f2b7f795037c671c4100cabb00b0400a5
Sensor_Alpha,1773037723,36.42,2a1f7763bee70d21214558dc8740a6b02f16d914da80968df048274d647ed3db
Sensor_Alpha,1773037726,44.82,4b8ebedac71cd6e6e852b1b508f62f3beafb0c5488f90aca57403f48dd214b3d
Sensor_Alpha,1773037730,37.55,e6faf693f5b4354f4b18db5e6e5d27e217f6c4c764a2a2df324d97a31f166d88
Sensor_Alpha,1773037734,27.36,52a0dbd1bc29edc39beec88ba7b2e6fd206acb1096c6e11396e2dbdd29bd0b05
Sensor_Alpha,1773037739,41.52,cb9f9eaed5ef2f7c26225102186e446f629ef59fdead92e9ba1f56f25620cf89
Sensor_Alpha,1773037741,34.08,47dd97529b85efac4b734d1c29870a3f9e76f996c96d2b8dda337e2a54e1dacb
Sensor_Alpha,1773037742,21.01,bedcfe7dc330266aa1c01dba0e3783a813a11202bb8258815c3f36d437bee326
Sensor_Alpha,1773037745,24.75,f8d686655d04c36fd5e74f552dcb52b85b15942c9f6b4c8fc14e80869746c7af
Sensor_Alpha,1773037746,26.74,4aa990c0feac6b4a579c8f505304e77f1508ad96baea4d4c1fc58ec492684ad6
Sensor_Alpha,1773037750,28.84,83f41e53508211e8b3be7194d13f6b43dc7482254f7687fc335a4e77f87dd1cc
Sensor_Alpha,1773037753,26.03,4faa4d37f58cac6220027b0ddc46661b6deec44cad21ff83ac142c5001bc30da
Sensor_Alpha,1773037754,33.96,a436146902b889d2cab44c5c1a71d2a5dfe90ba00ab0908658f261c37501795d
Sensor_Alpha,1773037757,27.08,52fc27b4e985e631202eada186025c229e8da27433e9db29f07f887264e0ebe4
Sensor_Alpha,1773037762,31.15,3b257ace28bb53895cb6a6389dd577337459a80b1cabf1de11ff286fc5d35e17
Sensor_Alpha,1773037766,25.33,c335ff1d315219cc6265a906e073f7de66821c6c59d54d0e5ddef690b889a383
Sensor_Alpha,1773037771,30.73,06cc93482e2e357d0fdfcd568406487c352c305935a976e89fb8bb6c763f5810
Sensor_Alpha,1773037774,44.86,cdd1c23571a2506a3c6eee80c0dac1f91b3416ab5f053ddc42ac2543bf8eb45f
Sensor_Alpha,1773037776,20.16,b6dd5cd67179b515be6c0d3fcf2c1381ac769a01e2378faad57b02469641aa8c
Sensor_Alpha,1773037781,22.60,a0426025530f3f85604e857a07aa7753d62c19d14f70e88474bbd2a24b535a7b
Sensor_Alpha,1773037784,36.41,1aad33d76f3d85f78e7800faee6183de0488433d57d1e21ee46adce89cee1bd4
Sensor_Alpha,1773037786,31.93,1450e55d8940371dd8c6c8186e811464ffd4b886bb9a60d1cc84296120f4335a
Sensor_Alpha,1773037790,42.43,2ecc1cea848565f03a33fb0cefa7ffdd3fb77e2391a8c7070b5fb156259e0b7f
Sensor_Alpha,1773037794,33.24,b69c8186e65702367e7462f9116c6b83b403fb900236c652d572e48dcc17e271
Sensor_Alpha,1773037796,25.96,f837054e47d476ca3478a4619d4dda0addf80cc9dfadf2f90039462a26471d76
Sensor_Alpha,1773037799,33.76,f7c1805b96347661e558537259f02937e5459280e8d8482bdb38b0aeb560865c
Sensor_Alpha,1773037801,41.79,ac175ebacbf4d40fdccfee69ecebb30a710d9c8aac2c8a7524b8c0448f40bf93
Sensor_Alpha,1773037805,32.07,a8801a67154e95a82a5a64fbf5654f4d496ff710b7abb9d8f229d5a6d218c19a
Sensor_Alpha,1773037807,38.12,06591e1993f466fd535164673090fd174b0b17286c26cb0dec5f40d8b475956d
Sensor_Alpha,1773037812,25.04,62944065eda27cd90b23061ee25ab29103bbc6b9513af4149fd77471a8a4b9b2
Sensor_Alpha,1773037817,38.21,b4a8e65b025b678985e9a2fe0b6157b95d4318ed90b8f24ffbbd403e1c0bbed9
Sensor_Alpha,1773037819,44.15,2108ceedfd0c3a9589a0e6a0c876e43d1f74354c1bdabdc7d13515391a7864fe
Sensor_Alpha,1773037821,35.64,6e475cd43ba2812bedfa055d11bd99d084d587760f5d272c2fcd658c658e8f41
Sensor_Alpha,1773037822,32.30,40c8572b6ababab116123d830607bbddb085128220a2b7002b0500e54eab8e4a
Sensor_Alpha,1773037824,42.04,7d53e17751ce8ad9cd231d59f7edd02dd81ee7ded5ccd1fd5c932d956a55401d
Sensor_Alpha,1773037826,21.15,a73accb08f7a077ea805ac06383d5d85d6e421991076918f28233883bd4a0f59
Sensor_Alpha,1773037827,38.95,4789e919b85b45fd570d36f6eaefe4582229067c978555c76366a70ba22df43b
Sensor_Alpha,1773037831,26.35,076652cf52b188e57f78bf6d820d3f92c802c99aced7457b1bd0a6991ec9054e
Sensor_Alpha,1773037832,42.88,68058df38fd72fb93c86d125383f6a9f3454a9a75da769464e140183e7d110da
Sensor_Alpha,1773037833,31.49,b04e344e58675611c6a77ddd19c156ccc8d241757642df1364e59702bf032e81
Sensor_Alpha,1773037838,36.74,1016c28316abd313357d1a9ea48380c2ed1e0a04c05371676c3c92db5b4fbea8
Sensor_Alpha,1773037839,43.84,469da1be0e45109af5bac15d14f83184544a6702aa089c0f1f45db90ac01ec94
Sensor_Alpha,1773037841,42.70,cdfa1f9369fe6816cc97b5336a24b3d884c785366953d7e2c8e87df9e4452617
Sensor_Alpha,1773037843,24.57,268136fed1d12fac6275d59cfd3acd2417d80add7856a966eb903ea24c9ecbb7
Sensor_Alpha,1773037847,21.19,719f94a94cce3e9feb40c4370ef66548a974218c1eb2c43718cbfe9704093c91
Sensor_Alpha,1773037850,26.56,5525f6e9eb77708e7234c99669c39afc706c3abca267096731b6430bc00db038
Sensor_Alpha,1773037852,29.05,d256637357513ac2760dd0141c43611a04db509808f039e988d88f353a383fa4
Sensor_Alpha,1773037857,29.89,d91d5df2bf9d0d86e03fc9bf98d3a65c37f96b1b34efb0fb0596838edd6cfee3
Sensor_Alpha,1773037858,41.58,e7156184f7cc1c8b5b79f3dd945b37ac0dd107a8f8d246b5789360d6dbef961d
Sensor_Alpha,1773037859,34.69,5a3aa27f022dbb2a983b09f1b5aa41deda0224b58bb2e2c57e445a86d690db98
Sensor_Alpha,1773037860,33.67,c0b837cd6d21ebad8d8c1047230124558fd6344423a7b4940b538ca280867b49
Sensor_Alpha,1773037862,43.69,543797813f4ac599b2068a5af61625c3606b5485d59e75519408fa7097b1b452
Sensor_Alpha,1773037864,26.00,ab17db39b599009c2db420fc385cfbc37d52c214da72b75763b4256386e765a3
Sensor_Alpha,1773037868,43.92,b47b592b46045456824bbaee90578a9100a38f9cd9edf29b11ce985c97dcb3ff
Sensor_Alpha,1773037873,21.16,8e943c355992d97e18de33f30e3d1a6c56152aba66e17c80d685f637e5dc10a6
Sensor_Alpha,1773037875,32.63,dee213ce94d16911f28293ef8584c58df70448e8c934d15cb73e3e8d2473fff6
Sensor_Alpha,1773037878,21.36,b74c3152271511ff0799491336d2787af0ec5f09fb926b9622f9774e5e5f6643
Sensor_Alpha,1773037881,37.39,457b5283402e9581d0af695d7e019c27ed29618ead3cc99ca8c2f75b20af5d18
Sensor_Alpha,1773037886,24.39,4f200b0f337ddf14169458e4d083b98ee41468ece50aa4e45161561d142fa795
Sensor_Alpha,1773037888,32.81,7211a1ba32f66de6da62534e7d433612d4bbec83a2b10097e72a870c066d1b7a
Sensor_Alpha,1773037891,25.68,1ef9115ea9cc11bdeae15fdadf8b3a634e58e76ebad996c70f4220999213cbf1
Sensor_Alpha,1773037894,25.31,0adca3c6813da237a7c77bf2f2a5ba6061cfdb364aaf8930bf9fb6acca53bcef
Sensor_Alpha,1773037895,36.42,0e34ce3f44bc4f8ccab2bf4145185301e081ae2a2d48dc1c0dfe8b9d1dd7a039
Sensor_Alpha,1773037900,28.98,ec15cc70090c69643c63a650f75658dfae8c8a1a4c2d55f682267da6a48dfbf3
Sensor_Alpha,1773037902,24.14,cd07bcc0f52291626ea6e3840d0bce211bfb2341d3f0826e06649bb6f6aad04c
Sensor_Alpha,1773037906,39.22,f464e8b87ccb7460d502bb0af31355fdd79f910e624eaa3bbcb5c09696477169
Sensor_Alpha,1773037907,32.78,1af042c8ad707f1deb7ba65a74283ed35d2bd682405e47dc01a133138e9d541f
Sensor_Alpha,1773037910,25.69,ec244ccbb08b3b635c2f0b9f937b13ddf1eec0a089e7b5a2113a238bfe8ffd44
Sensor_Alpha,1773037915,28.27,26ceeee94aae4d9dccfffa3e6459d8c6a85f41d799fdfe14e454e9ba10ab0798
Sensor_Alpha,1773037918,37.43,0c2412b88e6ccf5ca9eeaadcca591b8c10545d30a6b8e43dd0bc5d5fcd06ffb9
Sensor_Alpha,1773037920,22.64,a50a1204afabe21a98eb9008dc68c62510e8e82bdab758e3b125d6161dcab5f2
Sensor_Alpha,1773037922,27.81,e3e5c55ac708dc8af95e695f41ccbec3d4560d096f8c326ad4fe8535d92de97c
Sensor_Alpha,1773037927,23.26,41e4b837251bd8c978a6549bf042490dd12c9e5d4c2019277970dd1f458f54a2
Sensor_Alpha,1773037929,31.83,09ba2eb7d8104d87367be0506401e6349bf4bb37e0a56d9d80a287d6c2252276
Sensor_Alpha,1773037933,42.90,c8c376ed031cd3be49f4532f4486a1db4aa9dde22f460804bce4d6eb191733fa
Sensor_Alpha,1773037936,35.40,21117f9bbe5629fac573ccaeb41150f871b93cf12fd424c78a319141ee4d40fa
Sensor_Alpha,1773037938,34.62,1a913494304055b76a344b08a75cc7f973dda724edde50ea14fd57aa94e43a35
Sensor_Alpha,1773037940,44.66,2a80c955272260c8c0310d2acd1389e0445909e868e613af169b0829f52aeee9
Sensor_Alpha,1773037941,34.64,bd941fa48fb535c92432e893211b00205f4a577a3832602e87b665dbf9e391ef
Sensor_Alpha,1773037944,25.86,cf4ac22fa5dc56b7b8a2b5644975c4de1e918a72403c985f2055e01734b5373c
Sensor_Alpha,1773037948,40.88,e5d9a0095911d5a6140fcefbdbe8d9c25988ac7dcd62321d78b20a4424e181fc
Sensor_Alpha,1773037949,35.69,bbb938e089b9abc2d353c6b70edbd812b64a948cdddc8b4c27622ec9e1c3dfa7
Sensor_Alpha,1773037954,21.02,16cbe4c9ffe6e7dac34858696c9325f969a09424885295be81e81a344ae10218
Sensor_Alpha,1773037956,31.18,95825e8436ffd5d196433ead835e2818cb6a28f8e021130422ef8974386cea81
Sensor_Alpha,1773037960,30.14,d4208469c1299c886677200122fe2d9ed235007ba9fd218f3e0015b11b2de23b
Sensor_Alpha,1773037964,35.23,89caa7ab722dae883263b9dfed7a3cb26bf6ec3be24f33deba172c47889a2cf4
Sensor_Alpha,1773037968,27.39,081fdf3a46661c69945b6728f10ccc9ce93ba5045ffd98c4b7ed2ef063e3c9c5
Sensor_Alpha,1773037973,40.26,b062e8a9bd572490a1b79964302e3ad1420a9dbdfd711c5c328fb64f9ae4d0c9
Sensor_Alpha,1773037977,28.11,88d6b09fb99a3f931ced0e420413a9edcc936cb11a36d0d88d39fe315927d8c5
Sensor_Alpha,1773037978,31.08,495a2b1d35fdbe432566b7cd7c18e34a64008b1982f1f34ae3d5827c52ae9569
Sensor_Alpha,1773037980,22.10,33a0c0e85298b4e8e97172f798cc7a3eddf6f4ce8ff7a87006a88375ddf22845
Sensor_Alpha,1773037981,40.66,a77c43a9de89276239f3df637435169c1e40400053be1a43d98716fac4080a2b
Sensor_Alpha,1773037985,44.52,a8fce48421a7c80909b3db6a6d35684f467145234787e1855a35b7eb51fd12c7
Sensor_Alpha,1773037989,21.41,929f83b145e919af58c7400ef5b8b0206f1359a02aae554a95a4c2d98b821f20
Sensor_Alpha,1773037993,21.54,82dd3d5ebb568ad6eff98bb1ecbd89b9c559ec61f54519c660a27c9206a0d470
Sensor_Alpha,1773037997,21.01,bedcfe7dc330266aa1c01dba0e3783a813a11202bb8258815c3f36d437bee326
Sensor_Alpha,1773038002,27.86,dd9ea625c1b280e9c910dac44aa6076733813e975fbcea07ee6f71f95a2d8cdc
Sensor_Alpha,1773038005,42.43,2ecc1cea848565f03a33fb0cefa7ffdd3fb77e2391a8c7070b5fb156259e0b7f
Sensor_Alpha,1773038009,27.27,46e81e6f60f0cca503a1ab6f6c4843e20e72731dee71cc80593d3a8308d8f70e
Sensor_Alpha,1773038011,37.77,177d428711765f6be29fd61f943ef4531235d22a5837e5b340c35894878769c5
Sensor_Alpha,1773038016,34.88,f971ffb0a4c9a03037a0b12500fec52d7b75ea10d7564e5abd86a64da047033e
Sensor_Alpha,1773038018,22.06,9ec9829feb30ba375fef8d62927d9ac4e045e4c65657eca48cdf6b06ee059a62
Sensor_Alpha,1773038019,24.66,9cfcaaa2ae7e70e703d85ebef8da328326315df656dcc02f8bfe2f711948bf82
Sensor_Alpha,1773038024,42.13,52289e2bf9f93162516bb792ea27820d6e8f31b0621a53f7b18893e8539ed3d1
Sensor_Alpha,1773038029,33.59,9e50a92ecce26000b532904492af7d1986e2c4ee6d3921a778654c872c60c9d9
Sensor_Alpha,1773038031,27.56,01294397c1dc4cc9dd65a96b1ebbc32de5bd7213fe26341628b0f7265716bf38
Sensor_Alpha,1773038036,32.92,b40a3ec32d6a6d753cc5f5c67b9b083c2c4baeb28896007275e00e3e2c4efbc5
Sensor_Alpha,1773038037,33.07,000bff3d31a29f4f26a1b3d049a2c0db18ef9cdb801d3bd39a9a6a3ff112e101
Sensor_Alpha,1773038038,26.22,0545f413abba497c860229651ca9b5cc330fc6d4ff1986fbc5c922f132c4970b
Sensor_Alpha,1773038042,20.47,fd1faac81186537d5df18b1ee41837ea3f48194b3be881ec5bfa4fe41fb7f9b2
Sensor_Alpha,1773038047,40.78,b78d0cceecd9831166366a34608e1c6563a82853126969ed490202331f091254
Sensor_Alpha,1773038050,32.12,bccc358c8803a09484d05c70cf0fe68ddf1d2c6c96181c724a4333ffe6fed9cb
Sensor_Alpha,1773038052,42.58,d3033a7157243a043c397cfab8b25c5679a12dd18d697fc6f56d48991cd3d03f
Sensor_Alpha,1773038056,43.50,9abee4d63e82bdf3c93aaa952ba1ee1a82afb161cf0ccf60e1729f520a1d078b
Sensor_Alpha,1773038060,25.73,24652d8ec128f783111e13fade5eccd590aec1ab9a4264b8243734721a9aed79
Sensor_Alpha,1773038065,38.73,65f4e6f6388481772173104a02d229e6bc5f591dffc3b66279c80acaec5debc0
Sensor_Alpha,1773038069,32.08,5413e2163e1c64f882588c5d5cf14dc65725d750a04b4a6f03d3369632e546ca
Sensor_Alpha,1773038070,30.66,254c21f931b625db44bd2f6e53e7de2e05bd31d6cc411be79902812370d38aef
Sensor_Alpha,1773038072,34.85,ba2b9f0d6ca21102725b45ec6648b14383bb047e41ffc97d838cad093bc5da6a
Sensor_Alpha,1773038073,41.47,8b4b0a95b437b7630f5b10acf15f01e28985afe022b900e0ebe346bec3ae0082
Sensor_Alpha,1773038077,20.10,b839139dac2c1ff3dd214184c7727434878d58b8a2f450c730b8167dc9b25c3f
Sensor_Alpha,1773038079,21.69,0e4cdd133273c039d50ad06784b5c9b1be0e488403bb84a302be3f599cd4995d
Sensor_Alpha,1773038084,24.26,9d3b8d29c741ea234e5c0317fd7a127b0e545bfe1c709add7a98c0935172d778
Sensor_Alpha,1773038087,25.66,22433b4b67f18cf2a7195d93f1a14803756235a87c3ae2e39af8d29944d1a019
Sensor_Alpha,1773038092,29.51,bdf624375bbdf9654e1896eb51ec0a1f5263c3e87c5f6fe3e61ccf7808c5e697
Sensor_Alpha,1773038095,28.09,ad2972a0d3fd8e5578a18fac1c413af9ee8db698d9b67a403127323e1055ad9c
Sensor_Alpha,1773038098,22.02,8191244cf3b744b5b809bbc0da6e6d73c0671457f0d2172b87bb7dac6cb4a5bd
Sensor_Alpha,1773038099,38.47,6db764e722515c5d1f6ad36ee344fd65a31ea93b0c148e47614f7b8115fdaf31
Sensor_Alpha,1773038101,39.50,e26e9a57cdf842136f4b6bd4b8254303dc0a977c43c829a4373974e26c4f7ec0
Sensor_Alpha,1773038102,34.97,be7e67d26faec94bcad7adf27c7a12d223fbb346a1183c819837eda7752ffd41
Sensor_Alpha,1773038105,31.85,073d2dd383c5b47b84c6265e910e5b5c3e5090299c49c489bcbfd839b894f152
Sensor_Alpha,1773038109,37.25,86c74b90c3004897321a90c126c6a07a933f974e93872223d949478e9480a5b9
Sensor_Alpha,1773038114,28.74,c2f172ffb9ac274102f077ec48b63ae85f418608ff61a4b2758e65eccc0c6faa
Sensor_Alpha,1773038116,28.40,fab69439cf2270e7239f9a3718e160889f63cb24970fb563cf5f45fd05b45429
Sensor_Alpha,1773038120,21.90,cbee2229ab7fb8f78cc50304cb28d32fc5472654a04a05d5b5406ca71da18527
Sensor_Alpha,1773038125,33.18,e1c640f6fc87239997215fda4335f88c548cfc36c395ef363001f7d8f666353a
Sensor_Alpha,1773038130,42.82,19e0f29d9ad6cf7d69a71cd6afc08d12cd992a59db6b48200aa9bbf34f089606
Sensor_Alpha,1773038133,20.61,cf7a62b201620b157983daf79690ae94aa40c9da2a394305936bc261339f3fd1
Sensor_Alpha,1773038136,34.83,ad3be3a1cf0398fe5bfc69e2a7f67863b046ffcd631cb064ed26b299c7fe10df
Sensor_Alpha,1773038137,44.51,815d72536246592ea8767cea25dacc4461d16a54996d722e0482fabd1a1934e4
Sensor_Alpha,1773038142,37.09,14a212629efd4ae3818b74523f990294df36b663904217387751fd817bf1430c
Sensor_Alpha,1773038145,29.12,1d96fb6bb456fa1b1cbd9da8ecd13e7c292c9c9629fda6ec1cdd59fbf14224dd
Sensor_Alpha,1773038146,29.62,0a1385a93e4f22520f7e0bf9c8a0451b44839e53d6d18bc59f29af35fb4ec1c3
Sensor_Alpha,1773038149,20.83,7bfeff3978942c78d526cbe338d9d34abb8d7c73c9894563458bdfb8776c277f
Sensor_Alpha,1773038153,25.52,18e963ac30c310127add7d91435c62d48e1a67e22b5f280bf257fb4d688c7d88
Sensor_Alpha,1773038157,23.25,090c758dc7ebdbf6f38e46395f4d07e52975c44bfd9d458e83849958400a0146
Sensor_Alpha,1773038161,41.71,030914583f278f0d633ed1dde614c56e2083a08046f58f7699a1197e1cc68dd9
Sensor_Alpha,1773038166,25.02,a9e04a70995c73ccb680a70c42ea01f98e0ef855b233cbf6abf1ba0be74460cb
Sensor_Alpha,1773038168,24.49,32396f26f500fdfc02ed0cf82301410cda6bd61baba64fb4fdf1ec84534ddb3b
Sensor_Alpha,1773038169,24.90,c2b6a559c0ce92951367a90589d8de153937b823a591aa9195c6e2d11ad48ac9
Sensor_Alpha,1773038170,36.06,1de1fb33efbae8583609c27e3e64f3ee05029185b48913e9fa6cc2a6bffbd1e7
Sensor_Alpha,1773038173,41.23,6f916983e44db2958765799a0f02c0aa47a0bb2d028d2d00b8ebc311b9d4fe4f
Sensor_Alpha,1773038178,37.24,750c0e23c3f66a947eae4f9805fecadd73a760cca7b96e6aa9cd4b73b89399d9
Sensor_Alpha,1773038179,41.28,da27ffc055eabee74a5faed0a2d72c7454372c863fd887d8ce900426fe99d065
Sensor_Alpha,1773038180,21.65,062bfcf7cdff441b44883f570a3bb64c8de913b3c4119adcbe816b97ea1b54d9
Sensor_Alpha,1773038181,32.07,a8801a67154e95a82a5a64fbf5654f4d496ff710b7abb9d8f229d5a6d218c19a
Sensor_Alpha,1773038185,23.38,4f7c835329dab528555cfc4a8e760492da77c44d67d5603518b0109277290d3f
Sensor_Alpha,1773038190,40.24,2bc9e5a490b4e907bcf6bfd5d2338c19c78691399da30c47050906e8ff8a29d3
Sensor_Alpha,1773038194,22.76,57bc7be8b1c62f04884f4fbc732ba187635ad9f9814ad64c26ac32138b897254
Sensor_Alpha,1773038198,34.37,c27739a994fb314d70558e4706db03dd3e0cbd7b7eb94ef3df85912c3f0eae3f
Sensor_Alpha,1773038203,22.21,ee0b40cb5d6b9b44a825fba543cf1286ceea3be82ecca7f077fd7b10d05b8644
Sensor_Alpha,1773038208,20.31,96e47e5185756dd01933e7d9fedc5caddf7017873ad67086ba5636ac533a5e94
Sensor_Alpha,1773038210,39.74,79b943d27a3236bca25dfbff6f56bcc0214750d7f303330d96ecef755e119155
Sensor_Alpha,1773038215,34.62,1a913494304055b76a344b08a75cc7f973dda724edde50ea14fd57aa94e43a35
Sensor_Alpha,1773038219,38.88,7c46c570bab8d1653993c57b101a73d4cbefe9a50b0bef80d771ed876af489eb
Sensor_Alpha,1773038221,43.72,9c1a96b77cd6a8ac76e84a0078a9ed16724cd98f0aeef1c2e8fdc19944971aaf
Sensor_Alpha,1773038226,35.57,840778fca2c5863336cbf4df03d32a13f516c568fd9173a66f199d5298d62932
